word,showCount,translation
disregard,1,"n. 忽视, 漠视
vt. 忽视, 不顾"
winding,1,"n. 绕, 卷, 弯曲, 线圈
a. 蜿蜒的, 卷绕的, 弯曲的"
gloom,1,"n. 忧郁, 暗处, 幽暗
vi. 变忧沉, 变黑暗
vt. 使忧郁, 使黑暗"
muted,1,"a. 变弱了的, 变柔和了的"
subordinate,1,"n. 属下, 附属物
a. 下级的, 次要的, 附属的
vt. 使居下位, 使服从"
shield,1,"n. 盾, 防卫物, 保护者, 屏蔽
vt. 保护, 遮蔽, 屏蔽, 庇护, 挡开, 避开
vi. 起保护作用"
legitimate,1,"a. 合法的, 正当的, 婚生的
vt. 认为正当, 立为嫡嗣, 使合法"
agony,1,"n. 极大的痛苦, 挣扎
[医] 濒死苦闷; 剧痛"
ineffectual,1,"a. 无效的, 无益的"
prescribed,1,a. 规定的
abreast,1,"adv. 并肩地, 并列地"
incidence,1,"n. 发生, 发生率, 影响, 负担者, 入射, 倾角
[医] 入射, 发生率, 发生数"
allocation,1,"n. 配置, 分配, 拨给
[经] 分配, 拨款, 分摊"
counteract,1,"vt. 抵消, 阻碍, 中和
[法] 抵抗, 阻碍, 抵销"
fare,1,"n. 费用, 旅客, 食物
vi. 进展, 进步, 经营, 过活"
liquor,1,"n. 酒, 液体, 汁, 溶液
vt. 浸水
vi. 喝酒"
photosynthesis,1,"n. 光合作用
[化] 光合作用"
pancreas,1,"n. 胰腺
[医] 胰[腺]"
pinch,1,"n. 捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头
vt. 捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索
vi. 收缩, 节省, 挤压, 引起苦恼"
flavouring,1,n. 调味料
confirmed,1,"a. 被证实的, 根深蒂固的, 坚定的
[经] 保兑的, 业经证实的"
probe,1,"n. 探索, 调查, 探针, 探测器
v. 用探针探测, 调查, 探索"
denote,1,"vt. 指示, 表示"
axis,1,"n. 轴
[计] 坐标轴"
procession,1,"n. 队伍, 连续, 列队行进, 涌出"
numerous,1,"a. 很多的, 数目众多的, 多数的
[机] 多数的, 甚多的"
deposit,1,"n. 存款, 定金, 堆积物
vt. 存放, 堆积
vi. 沉淀"
unaffected,1,"a. 不矫揉造作的, 自然的, 未受影响的, 未被感动的
[经] 不受影响的"
speculation,1,"n. 沉思, 推测, 投机
[经] 投机交易, 买空卖空"
computation,1,"n. 计算, 计数, 计算结果
[经] 计算, 估计, 计算法"
manipulative,1,"a. 处理的, 巧妙处理的, 操纵的"
radius,1,"n. 半径, 范围, 辐射光线
[电] 半径"
stir,1,"n. 骚动, 轰动, 搅动, 监狱
vt. 移动, 摇动, 激起, 惹起, 搅拌
vi. 走动, 传播, 搅拌"
irritation,1,"n. 刺激, 烦恼, 刺激物
[医] 刺激[作用], 兴奋"
windy,1,"a. 多风的, 风强的, 腹胀的, 吹牛的"
enrage,1,"vt. 激怒, 使暴怒"
legend,1,"n. 传说, 传奇文学, 图例
[计] 图例"
congestion,1,"n. 拥挤, 充血
[计] 拥挤, 拥塞"
penicillin,1,"n. 盘尼西林, 青霉素
[化] 青霉素"
collar,1,"n. 衣领, 颈圈
vt. 控制, 扭住衣领, 给...装上领子"
dedication,1,"n. 奉献, 献身, 献辞
[计] 专用"
publicize,1,vt. 宣传
induction,1,"n. 归纳法, 感应, 就职, 入门
[计] 归纳法"
extract,1,"n. 榨出物, 精汁, 摘录, 选段
vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取
[计] 提取"
prose,1,"n. 散文
v. 写散文
a. 散文的, 平凡的"
deductive,1,"a. 推论的, 演绎的
[法] 推定的, 推断的, 演绎的"
prevailing,1,"a. 盛行很广的, 优势的, 主要的, 普遍的
[法] 占优势的, 盛行的, 通行的"
grasping,1,"a. 抓的, 握的, 贪婪的"
recombine,1,"vt. 再结合, 重组"
inconsiderate,1,"a. 不顾别人的, 轻率的"
revenge,1,"n. 报仇, 复仇, 报复
vt. 报仇, 报复"
filter,1,"n. 滤波器, 过滤器, 滤光器, 过滤嘴, 去尘器
vt. 过滤, 渗透, 走漏
vi. 滤过, 渗入
[计] 过滤器, 筛选"
coordinate,1,"n. 同等的人(或物), 坐标
a. 同等的, 并列的
v. (使)协调"
inertia,1,"n. 惯性, 惰性, 迟钝
[化] 惯性"
disturbance,1,"n. 扰乱, 不安, 忧虑
[化] 扰动; 干扰; 失调"
patriotism,1,"n. 爱国心, 爱国精神, 爱国主义"
velocity,1,"n. 速度, 迅速
[化] 速度"
alternate,1,"a. 交替的, 轮流的, 间隔的
v. 轮流, (使)交替"
practicable,1,"a. 可实行的, 可做的, 可用的"
laborious,1,"a. 艰苦的, 费劲的, 勤劳的"
stomach,1,"n. 胃, 食欲, 欲望, 肚子
vt. 吃下, 忍受"
invalid,1,"n. 病人, 残废者
a. 有病的, 无效的"
heritage,1,"n. 遗产, 祖先遗留物, 继承物
[医] 遗传性"
skim,1,"vt. 撇取浮沫, 略读, 掠过
vi. 擦过, 浏览
n. 脱脂乳, 擦过, 表层物
a. 撇去浮沫的"
decibel,1,"n. 分贝
[计] 分贝"
intermittent,1,"a. 间歇的, 断断续续的
[化] 间歇的; 间断的"
drudgery,1,"n. 苦差事, 苦工"
agreeable,1,"a. 令人愉快的, 同意的
[医] 佳适的"
preoccupation,1,"n. 抢先占据, 先人之见, 入神
[医] 成见, 注意散漫, 心不在焉"
conquer,1,"vt. 克服, 征服, 战胜
vi. 得胜"
airborne,1,"a. 升空的, 空运的, 空中传播的, 空降的"
rejoice,1,"vt. 使欢喜
vi. 欣喜, 高兴, 庆祝"
multitude,1,"n. 多数, 群众"
rescue,1,"n. 援救, 解救, 营救
vt. 援救, 救出, 营救"
spectator,1,"n. 观众, 目击者, 旁观者"
continuation,1,"n. 继续, 续集, 补编
[医] 连续"
ceremony,1,"n. 典礼, 仪式, 礼节
[法] 典礼, 仪式"
flag,1,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲
vt. 悬旗, 打旗号, 铺石板
vi. 无力地下垂
[计] 标志; 属性标记命令"
interlocking,1,"a. 连锁的
[化] 咬合; 咬合作用"
magnetism,1,"n. 磁性, 吸引力, 磁学, 催眠术
[化] 磁学"
cathedral,1,n. 大教堂
rural,1,"a. 乡下的, 田园的, 乡村风味的
[法] 农村的, 乡村的, 有关农业的"
expertise,1,"n. 专家意见, 专门技术
[法] 专门知识, 专家意见"
offensive,1,"a. 令人不快的, 侮辱的, 攻击性的
[法] 攻击的, 进攻的, 冒犯的"
causal,1,"a. 原因的, 因果关系的, 表示原因或理由的
n. 表示原因的连词"
medieval,1,"a. 中古的, 中世纪的"
orientation,1,"n. 定方位, 适应, 向东方
n. 方向
[计] 方向"
menace,1,"n. 威胁, 胁迫
v. 威吓, 胁迫"
treaty,1,"n. 条约, 谈判
[经] 协议, 协定, 协商"
elbow,1,"n. 手肘, 弯头, 扶手
v. 用手肘推开, 推挤"
timely,1,"a. 及时的, 适时的
adv. 及时地"
cripple,1,"n. 跛者, 残废
vt. 使跛, 使成残废, 削弱
a. 跛的, 残废的"
stout,1,"a. 结实的；矮胖的；勇敢的；激烈的
n. 矮胖子；烈性啤酒"
refugee,1,"n. 难民, 流亡者
[法] 避难者, 流亡者, 难民"
irritable,1,"a. 易怒的, 急躁的
[医] 应激性的, 过敏的"
brisk,1,"a. 强烈的, 寒冷而干燥的, 活泼的
vt. 使活泼
vi. 活跃起来"
commend,1,"vt. 嘉奖, 委托给, 推荐"
imperative,1,"n. 命令, 必要的事, 规则, 祈使语气
a. 命令式的, 急需的, 势在必行的, 强制的"
smooth,1,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的
vt. 使光滑, 烫平, 使平和, 消除
vi. 变平滑, 变平静
n. 一块平地, 平滑部分"
growl,1,"n. 吠声, 咆哮声
v. 怒吠, 咆哮, 吼"
favorable,1,"a. 有利的, 赞许的, 良好的"
deterioration,1,"n. 恶化, 衰退, 退化
[医] 变坏, 变质, 颓废, 衰退"
laboured,1,"a. 吃力的, 缓慢的, 不自然的, 矫揉造作的"
marginal,1,"a. 边缘的, 最低限度的, 有旁注的
[医] 缘的"
divert,1,"vt. 转移, 使欢娱
vi. 转移"
worship,1,"n. 崇拜, 礼拜, 尊敬
vi. 参加礼拜
vt. 崇拜, 尊敬"
stern,1,"n. 尾部, 船尾, 臀
a. 严厉的, 严格的, 坚定的, 坚决的"
pitiful,1,"a. 慈悲的, 可怜的, 令人同情的, 可鄙的"
tragedy,1,"n. 悲剧, 惨案, 悲剧作品
[法] 惨事, 灾难, 不辛"
splendid,1,"a. 光亮的, 了不起的, 灿烂的, 壮丽的, 显著的, 杰出的"
cling,1,"vi. 粘紧, 附着, 紧贴, 坚持"
confine,1,"vt. 限制, 使不外出, 禁闭
vi. 邻接, 交界
n. 边缘, 范围, 区域"
offend,1,"v. 犯罪, 冒犯, 违反, 进攻"
headway,1,"n. 前进, 航行速度, 进展
[经] 进尺, 钻井"
calculating,1,"a. 计算的, (贬)专为自己打算的, 深谋远虑的
[计] 计算"
affirm,1,"v. 断言, 确认"
incompatible,1,"a. 不相容的, 不能并存的, 矛盾的
[化] 不协调"
category,1,"n. 种类, 类项
[计] 分类"
belongings,1,"n. 财产, 所有物, 相关事物
[经] 财产, 所有物, 附属物"
tear,1,"n. 泪滴, 眼泪, 撕, 扯, 裂缝, 激怒, 飞奔
vi. 流泪, 撕破, 赶快, 飞奔, 被撕破
vt. 撕裂, 戳破, 拉掉, 撕掉, 使分裂, 使精神不安, 折磨"
devastating,1,"a. 毁灭性的, (非正式)很好的, 引人注目的"
diffuse,1,"v. 散播, 传播
a. 散开的, 弥漫的"
submit,1,"vt. 使服从, 使受到, 委托, 提交, 认为
vi. 屈服, 服从"
closure,1,"n. 关闭
vt. 使终止"
copyright,1,"n. 版权, 著作权
[法] 著作权"
archives,1,"n. 档案, 档案室
[法] 公文档案, 案卷, 档案保管处"
submission,1,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见
[经] 提交, 提出, 提交公断"
inch,1,"n. 英寸, 身高, 小岛
vi. 慢慢前进, 慢慢移动
vt. 使缓慢地移动"
secular,1,"n. 修道院外的教士
a. 世俗的, 现世的, 长期的"
withstand,1,"vt. 抵住, 顶住, 经得起"
modification,1,"n. 修正, 修饰, 修改
[化] 修饰; 修改"
garment,1,"n. 衣服, 衣装, 外表"
uniform,1,"n. 制服
a. 统一的, 一律的, 始终如一的"
clause,1,"n. 子句, 条款
[计] 子句"
prestige,1,"n. 声望, 威望, 威信
[经] 商誉, 声誉"
renowned,1,"a. 有名的, 有声誉的"
disposition,1,"n. 性情, 处置, 处理, 布置
[医] 素因, 性情"
clip,1,"n. 修剪, 夹子, 回形针, 剪下来的东西
vt. 修剪, 痛打, 夹牢, 剪报
vi. 剪报"
perpetuity,1,"n. 永久, 不朽, 终身职位, 终身任期, 永久使用权
[经] 永续年金, 终身年金"
deception,1,"n. 欺骗, 诡计
[法] 瞒骗, 诈欺, 欺骗"
composer,1,"n. 作曲家, 作家, 调停者"
determination,1,"n. 决心, 果断
[化] 判定; 测定"
wistful,1,"a. 渴望的, 想望的"
spontaneous,1,"a. 自然的, 自发的, 未经琢磨的
[医] 自发的, 特发的, 自生的"
muddy,1,"a. 泥泞的, 浑浊的, 模糊的
vt. 使污浊, 使沾上泥污"
herd,1,"n. 兽群, 人群, 牧人
vt. 群集, 使成群, 放牧
vi. 聚在一起"
earthy,1,"a. 土的, 土质的, 土味的"
saliva,1,"n. 唾液, 唾沫, 涎
[医] 涎, 唾液"
blast,1,"n. 一阵风, 爆炸, 枯萎病
vt. 炸, 使枯萎
vi. 炸, 猛攻, 猛烈抨击, 枯萎"
lineage,1,"n. 血统, 直系
[法] 血统, 世系"
chromosome,1,"n. 染色体
[化] 染色体"
lively,1,"a. 活泼的, 鲜明的, 生动的"
civility,1,"n. 礼貌, 礼仪"
virtuosity,1,"n. 精湛技巧, 对古董等的爱好"
solidarity,1,"n. 团结, 团结一致, 共同一致
[法] 团结, 共同责任"
signify,1,"vt. 象征, 预示
vi. 要紧, 重要"
pottery,1,"n. 陶器, 陶器厂
[化] 陶器"
metallurgy,1,"n. 冶金学, 冶金术
[化] 冶金"
incidental,1,"a. 附带的, 偶然的, 容易发生的
n. 附带事件"
gratify,1,vt. 使满足
revise,1,"n. 校订, 修正, 改样
vt. 校订, 修正, 校正"
delete,1,"vt. 删除
[计] 删除"
unenlightened,1,"a. 愚昧无知的, 未受启发的"
odds,1,"n. 可能性, 几率, 机会, 胜算, 不平等"
rolling,1,"a. 旋转的, 波动的, 起伏的
n. 旋转, 轰响, 动摇"
redundancy,1,"n. 过多, 冗长, 累赘, 多余, 冗余位, 冗余度, 冗余码, 多余信息
[计] 冗余"
skirt,1,"n. 裙子, 下摆, 边缘, 郊区
vt. 位于...边缘, 绕过, 回避
vi. 位于边缘"
astray,1,"adv. 迷途地, 入歧途地
[法] 误入歧途地, 离开正道地"
transition,1,"n. 转变, 转换, 变迁, 过渡时期, 临时转调
[化] 跃迁"
clique,1,"n. 派系, 集团
vi. 结党
[计] 集团型"
gratification,1,"n. 令人满足的事(或物), 满足, 喜悦
[医] 愿望满足, 满意"
monotonous,1,"a. 单调的, 无变化的"
sustain,1,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许
[电] 持续"
dwelling,1,"n. 住处
[医] 住房"
strolling,1,a. 巡回演出的；消闲散步的
spite,1,"n. 恶意, 怨恨, 使人烦恼的事物
vt. 故意刁难, 欺侮"
discourse,1,"n. 谈话, 演讲
vi. 谈话, 讲述"
deference,1,"n. 顺从, 尊重"
forum,1,"n. 论坛, 公开讨论的广场, 法庭, 讨论会
[法] 讨论会, 专题讨论, 公共论坛"
residence,1,"n. 住宅, 居留, 驻扎, 居住期间
[医] 住房"
bilingual,1,a. 双语的
proficient,1,"n. 高手, 专家
a. 精通的, 熟练的"
turbulent,1,"a. 狂暴的, 骚乱的, 紊乱的"
superb,1,"a. 极度的, 华丽的, 极好的"
memorial,1,"n. 纪念物, 请愿书
a. 记念的, 记忆的"
wholesale,1,"n. 批发
a. 批发的, 大规模的
adv. 大规模, 照批发方式
vi. 经营批发业, 批发
vt. 批发"
testify,1,"v. 证明, 作证, 声明, 表明"
chauvinistic,1,"a. 本民族(或本性别)第一主义的, 沙文主义的"
neurology,1,"n. 神经病学
[医] 神经病学"
substantiate,1,"vt. 使实体化, 证实
[经] 确证"
clarify,1,"vi. 澄清, 阐明
vt. 使明晰"
abrupt,1,"a. 突然的, 唐突的, 陡峭的, 不连贯的"
crabbed,1,"a. 潦草的, 难懂的, 易怒的, 倔强的"
compose,1,"vt. 组成, 写作, 作曲, 使平静
vi. 创作, 排字
[计] 编写"
autobiography,1,n. 自传
apprehension,1,"n. 理解, 忧惧, 逮捕
[医] 领会"
injurious,1,"a. 有害的, 不公正的
[法] 伤害的, 有害的, 不公平的"
regime,1,"n. 政权, 当权期间, 政体, 社会制度, 体制, 情态
[医] 制度, 生活制度"
sovereign,1,"n. 元首, 独立国
a. 具有主权的, 至高无上的, 国王的, 完全的"
abolish,1,"vt. 废止, 革除, 消灭
[经] 废除, 取消, 裁撤"
tribute,1,"n. 贡物, 礼物, 颂辞"
exclusion,1,"n. 排除, 除外, 逐出
[医] 排除, 除外, 分离术"
tournament,1,"n. 比赛, 竞赛, 锦标赛, 联赛"
quirk,1,"n. 古怪举动, 俏皮话, 急转"
pronounced,1,"a. 发出音的, 读出来的, 显著的, 断然的, 明显的
[法] 显著的, 明显的, 明确的"
confer,1,"vt. 授予, 带来
vi. 协商"
stamina,1,"n. 精力, 活力, 耐力, 雄蕊
[医] 耐力, 精力; 雄蕊"
hysteria,1,"n. 歇斯底里症, 不正常的兴奋, 癔病
[医] 癔病, 歇斯底里"
query,1,"n. 疑问, 疑问号, 质问, 查询
v. 询问, 质问
[计] 查询"
envision,1,"vt. 想象, 预想"
consistent,1,"a. 一致的, 坚持的, 并立的, 坚固的"
imitation,1,"n. 模仿, 效法, 冒充, 赝品
[医] 模仿, 仿制, 仿制品"
simulate,1,"vt. 模拟, 假装, 模仿
[法] 伪装的, 模拟的; 假装的, 伪装的, 冒充"
sly,1,"a. 狡猾的, 诡密的, 俏皮的, 偷偷摸摸的"
discard,1,"vt. 丢弃, 抛弃
vi. 垫牌
n. 垫牌, 抛弃"
immoral,1,"a. 不道德的, 邪恶的, 放荡的
[法] 不道德的, 道德败坏的, 邪恶的"
contemptible,1,"a. 卑鄙的, 可轻蔑的, 不足挂齿的"
anarchy,1,"n. 无政府状态, 政治混乱
[法] 混乱, 无秩序, 无政府状态"
cape,1,"n. 岬, 海角, 披肩, 斗蓬"
forsake,1,"vt. 放弃, 断念, 抛弃
[法] 遗弃, 抛弃, 摒绝"
presumptuous,1,"a. 放肆的, 冒昧的, 傲慢的"
disguise,1,"n. 假面目, 假装
vt. 假装, 隐瞒"
auxiliary,1,"n. 辅助者, 辅助物, 附属机构, 助动词
a. 辅助的, 备用的"
husbandry,1,"n. 农事, 饲养业, 家政"
consensus,1,"n. 合意, 一致, 同感
[计] 合意"
precede,1,"vt. 在...之前, 优于, 较...优先
vi. 在前面"
discriminating,1,"a. 区别性的, 有识别力的, 有差别的"
concise,1,"a. 简洁的, 简明的"
underestimated,1,"v. 对…估计不足, 低估( underestimate的过去式和过去分词 ); 对…认识不足（或重视不够）, 低估, 轻视"
partisan,1,"n. 党羽, 虔诚信徒, 同党, 游击队员
a. 党派的, 偏袒的, 效忠的, 献身的, 盲目推崇的"
affinity,1,"n. 吸引, 姻亲关系, 类同
[化] 亲合力; 亲合能; 亲合势; 近似; 类似"
equate,1,"vt. 使相等, 视为平等
vi. 等同"
populace,1,"n. 平民, 大众, 人口"
momentary,1,"a. 瞬间的, 刹那间的"
magnitude,1,"n. 巨大, 重大, 重要, 大小, 数量, 星等(指星的亮度)
[计] 大小; 值"
customary,1,"a. 习惯的, 惯常的
[经] 通常的, 习惯的"
ample,1,"a. 大量的, 充足的, 丰富的"
monster,1,"n. 怪物, 恶人, 巨物
[医] 畸胎"
hypocritical,1,"a. 伪善的, 伪善者的"
surveillance,1,"n. 监视, 监督
[电] 侦测"
dispose,1,"vt. 处理, 排列, 布置
vi. 处置"
effortless,1,"a. 容易的, 不费力气的"
glowing,1,"a. 白热的, 灼热的, 通红的, 鲜艳的
[化] 辉光"
prosperous,1,"a. 成功的, 繁盛的, 幸运的
[经] 繁荣的, 昌盛的"
casualty,1,"n. 意外事故, 伤亡, 受害者
[化] 事故"
sensational,1,"a. 使人感动的, 非常好的"
impetus,1,"n. 动力, 推动力, 动量
[医] 冲动, 动能, 起始(病)"
mediocrity,1,"n. 平常, 平庸之才"
evolve,1,"vi. 进展, 进化, 展开
vt. 使发展, 使推断出, 使进化"
savage,1,"a. 未开化的, 野蛮的, 无礼的, 残酷的, 原始的, 粗鲁的, 未开发的
vt. 用暴力对付, 凶猛攻击
n. 原始人, 粗鲁人"
generator,1,"n. 产生器, 发电机, 生产者
[计] 发生器"
advisable,1,"a. 适当的, 明智的"
transient,1,"n. 瞬, 短期居留者, 过境鸟, 瞬变现象
a. 短暂的, 易变的, 瞬变的, 路过的
[计] 瞬变过程; 过渡过程; 过渡的; 瞬变的; 瞬时峰值电压"
entry,1,"n. 登录, 条目, 进入, 入口, 报关
[计] 登录项, 输入项, 条目"
centigrade,1,"a. 百分度的, 摄氏的
[医] 百分度"
centralization,1,"n. 集中, 中央集权化
[计] 集中式; 集中化"
hypocrisy,1,"n. 伪善
[法] 伪善, 虚伪"
confess,1,"v. 承认, 坦白, 忏悔, 供认"
acquisitive,1,"a. 渴望获得的, 贪婪的
[法] 取得的, 获得的, 贪得无厌的"
vulgar,1,"a. 粗俗的, 庸俗的, 普通的, 通俗的, 方言的
[法] 庸俗的, 卑下的, 粗俗的"
contention,1,"n. 争论, 争辩, 所持的论点
[计] 争用"
disjunction,1,"n. 分离, 分裂, 分断"
emulation,1,"n. 效法, 竞争
[计] 仿真"
swarm,1,"n. 群, 大群, 蜂群, 分蜂群
vi. 分群, 群集, 聚集一块, 云集, 攀
vt. 挤满, 爬, 攀"
disposable,1,"a. 可任意处理的
[法] 可任意处理或处置的, 可自由使用的"
conviction,1,"n. 定罪, 信服, 坚信
[法] 定罪, 证明有罪, 判罪"
injection,1,"n. 注射, 注射剂
[化] 注入; 注射"
resident,1,"n. 居民, 常驻程序, 居住者, 留鸟
a. 居留的, 定居的"
haunting,1,"a. 常浮现于脑海中的, 不易忘怀的"
hasty,1,"a. 匆匆的, 轻率的, 性怠的"
dull,1,"a. 钝的, 无趣的, 呆滞的, 阴暗的
vt. 使迟钝, 使阴暗, 缓和
vi. 变迟钝, 减少"
specialize,1,"vt. 使特殊化, 列举, 特别指明, 限定...的范围
vi. 成为专家, 专攻"
psychedelic,1,"a. 引起幻觉的, 荧光的
n. 迷幻剂"
piercing,1,"a. 尖厉的, 刺耳的, 刺骨的, 刺穿的, 敏锐的, 彻骨的, 辛辣的, 讽刺的
[化] 冲孔"
mountainous,1,"a. 多山的, 如山的, 巨大的"
inexhaustible,1,"a. 用不完的, 无穷尽的, 不知疲倦的"
latitude,1,"n. 纬度, 范围
[化] 宽容度; 伟度"
objectionable,1,"a. 会引起反对的, 令人讨厌的"
ore,1,"n. 矿石
[经] 矿"
boast,1,"n. 吹牛
vi. 吹牛, 自夸
vt. 夸口说, 自恃有"
illustration,1,"n. 例证, 插图
[化] 插图"
imaginary,1,"a. 想像的, 虚构的, 假想的"
engaging,1,"a. 动人的, 迷人的, 有魅力的"
impersonal,1,"a. 客观的, 和个人无关的, 没有人情味的, 非人称的
n. 非人称动词(或代词)"
arithmetic,1,"n. 算术, 算术知识
[机] 算术; 算术的"
stride,1,"n. 大步, 步幅, 步态, 进步
v. 迈大步走, 跨过, 跨"
pension,1,"n. 养老金, 退休金, 津贴, 年金, 抚恤金, 膳宿学校, 膳宿费
vt. 发给退休金, 用津贴拉拢"
anecdote,1,"n. 轶事, 奇闻"
commonplace,1,"n. 寻常事, 老生常谈, 普通的东西
a. 平凡的, 普通的"
speculative,1,"a. 思索性的, 投机的, 推测的
[经] 投机的, 冒险的"
catholic,1,"n. 天主教徒
a. 天主教的, 普遍的, 广泛的, 宽宏大量的"
arsenic,1,"n. 砷, 砒霜
[化] 砷As"
superstition,1,"n. 迷信
[法] 迷信"
contradict,1,"vt. 反驳, 与...抵触, 与...矛盾
vi. 反驳"
virus,1,"n. 病毒, 滤过性病毒, 毒害
[化] 病毒"
depletion,1,"n. 消耗, 耗尽, 放血
[医] 排除, 缺失(液体), 衰竭[状态](由于缺液)"
epithet,1,"n. 浑名, 绰号, 称号"
confrontation,1,n. 对抗；对质；面对
exemplify,1,"vt. 例证, 例示
[法] 制作经公章证明的誊本, 例证"
justifiable,1,"a. 可辩解的, 可证明的, 有理的
[法] 正当的, 不可非议的, 可办明的"
loaf,1,"n. 一条面包, 块, 游荡
v. 游手好闲, 虚度光阴"
bearing,1,"n. 举止, 轴承, 忍受, 关系, 意义, 方向, 生育
[化] 轴承"
propel,1,"vt. 推进, 驱使
[机] 推进"
renovate,1,"vt. 更新, 革新, 刷新, 修复, 使恢复活力"
inconstancy,1,"n. 易变, 不定性, 反复无常"
strip,1,"n. 长条, 条状, 带, 脱衣舞
vt. 脱衣, 被剥去, 剥夺, 拆卸
vi. 脱衣服"
primeval,1,"a. 初期的, 原始的, 远古的"
cosmos,1,"n. 宇宙, 秩序, 和谐, 大波斯菊
[医] 大波斯菊"
balloon,1,"n. 气球
vt. 使成气球状
vi. 膨胀如气球, 激增"
refinement,1,"n. 精致, 高尚, 精巧
[医] 精制, 精练"
torrent,1,"n. 奔流, 倾盆大雨, 倾注, 迸发"
